SUBDIVISION,YEAR,Parameter,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
WEST RAJASTHAN,1901,Actual,6.7,0,1.1,0,6.1,3,79,59.2,1,2.1,0,0.6,158.9,6.7,7.2,142.2,2.7
WEST RAJASTHAN,1901,Percentage departure,97.9,-100,-70.1,-100,-34.7,-89.4,-16.3,-36.6,-97.4,-59.9,-100,-68.1,-45,-18.5,-56,-44.2,-69.5
WEST RAJASTHAN,1901,No. of districts,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA
WEST RAJASTHAN,1902,Actual,0,0,0,0.5,4,49.1,27,71.3,41.8,1.8,0,0,195.6,0,4.5,189.2,1.8
WEST RAJASTHAN,1902,Percentage departure,-100,-100,-100,-85.3,-56.8,71,-71.4,-23.6,8.1,-65.9,-100,-100,-32.3,-100,-72.5,-25.8,-80.1
WEST RAJASTHAN,1902,No. of districts,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA
WEST RAJASTHAN,1903,Actual,1.7,1.3,5.5,0,4.2,2.7,154.8,87.1,49.3,0.1,0,0.5,307,3,9.7,293.8,0.5
WEST RAJASTHAN,1903,Percentage departure,-49.2,-73.7,44.5,-100,-55.5,-90.4,64,-6.8,27.5,-98.9,-100,-77.1,6.3,-63.6,-41.3,15.2,-94.3
WEST RAJASTHAN,1903,No. of districts,7,7,7,7,7,7,7,6,7,7,7,7,NA,NA,NA,NA,NA
WEST RAJASTHAN,1904,Actual,3.8,2.9,16.3,0.7,11.4,14.6,39.8,45.6,21.4,1.4,2.9,7.1,167.9,6.6,28.5,121.4,11.4
WEST RAJASTHAN,1904,Percentage departure,11.8,-40.5,328.9,-77.4,22,-49.1,-57.8,-51.2,-44.6,-73.2,65.3,256.8,-41.9,-19,73,-52.4,26.8
WEST RAJASTHAN,1904,No. of districts,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA
WEST RAJASTHAN,1905,Actual,6.3,4.8,0.7,1.3,0.3,4.9,30.1,0.6,64.5,0,0,0.9,114.4,11,2.4,100.1,0.9
WEST RAJASTHAN,1905,Percentage departure,85.6,-1.4,-81.1,-60.8,-96.3,-82.9,-68.1,-99.4,66.8,-100,-100,-54.8,-60.4,34.4,-85.7,-60.8,-90
WEST RAJASTHAN,1905,No. of districts,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA
WEST RAJASTHAN,1906,Actual,0.1,39.1,7.8,0,0.2,19.9,53.7,58.6,87.1,0.7,0,2.4,269.5,39.1,8,219.3,3.1
WEST RAJASTHAN,1906,Percentage departure,-97.9,710.1,105.9,-99.8,-97.8,-30.6,-43.2,-37.3,125.4,-86.6,-100,20.8,-6.6,377.3,-51.1,-14.1,-65.4
WEST RAJASTHAN,1906,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1907,Actual,0.6,24.5,6.3,7.3,6.8,12.8,52.2,242.5,0.2,0.1,0,0,353.2,25,20.3,307.7,0.1
WEST RAJASTHAN,1907,Percentage departure,-82.3,407.2,65.7,120.8,-27.7,-55.4,-44.7,159.7,-99.5,-98.2,-100,-100,22.3,205.6,23.7,20.6,-99
WEST RAJASTHAN,1907,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1908,Actual,8.5,0.2,0,3.8,6.6,28.4,208.9,265.8,56.8,2,1,0,581.9,8.6,10.4,559.9,3
WEST RAJASTHAN,1908,Percentage departure,150.8,-96.6,-100,15.9,-29.9,-1,121.3,184.6,47,-62,-44.6,-100,101.5,5.3,-36.9,119.5,-67
WEST RAJASTHAN,1908,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1909,Actual,1.9,6.5,0,23.7,2.3,29.2,158.2,73.9,114.5,0.6,0,15.4,426.2,8.4,25.9,375.8,16
WEST RAJASTHAN,1909,Percentage departure,-43.4,35.5,-100,617.8,-75.8,1.8,67.6,-20.9,196.3,-89.5,-100,677.4,47.6,3,57.8,47.3,78.6
WEST RAJASTHAN,1909,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1910,Actual,2.2,0.2,0,3.6,0.3,67.3,50.5,156.6,12.2,0.5,0,0,293.2,2.3,3.9,286.5,0.5
WEST RAJASTHAN,1910,Percentage departure,-35.4,-96.9,-100,8.5,-97.1,134.3,-46.5,67.7,-68.5,-90.6,-100,-100,1.6,-71.6,-76.6,12.3,-94.5
WEST RAJASTHAN,1910,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1911,Actual,2.8,0.3,37.3,1.9,0.1,26,3.2,14.8,44.5,5.9,2.1,0,138.8,3.1,39.2,88.5,8
WEST RAJASTHAN,1911,Percentage departure,-16.8,-94.7,879.6,-42.6,-99.3,-9.6,-96.6,-84.1,15.1,11.8,22.4,-100,-51.9,-62.6,138.5,-65.3,-10.9
WEST RAJASTHAN,1911,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1912,Actual,16.3,0,0.1,2.2,2.9,19.7,119.7,96.8,13.4,5,3.7,0,279.9,16.3,5.3,249.6,8.7
WEST RAJASTHAN,1912,Percentage departure,384,-100,-96.5,-33.8,-68.5,-31.6,26.9,3.7,-65.5,-4.5,113,-100,-3.1,99.4,-68,-2.2,-2.9
WEST RAJASTHAN,1912,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1913,Actual,0.1,8.5,2.7,0.5,26.8,53.4,52,58.2,31.1,0.1,0.6,14.1,248.3,8.6,30,194.7,14.9
WEST RAJASTHAN,1913,Percentage departure,-97,77,-28.2,-85.7,187.2,85.8,-44.9,-37.7,-19.5,-97.2,-63.8,611.7,-14,5.3,82.6,-23.7,66.5
WEST RAJASTHAN,1913,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1914,Actual,2.6,1.8,0.1,8.4,3,51.6,125.3,54.1,48.3,4,3.1,0,302.3,4.4,11.5,279.3,7.2
WEST RAJASTHAN,1914,Percentage departure,-23.9,-62.5,-97.9,153.5,-67.8,79.8,32.8,-42.1,24.9,-22.8,80.5,-100,4.7,-46.6,-30.4,9.5,-20
WEST RAJASTHAN,1914,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1915,Actual,7,19.7,15.4,0.1,0.6,16.3,25.8,19,12.3,31.1,0,0,147.2,26.7,16,73.4,31.1
WEST RAJASTHAN,1915,Percentage departure,108.3,308.3,303.8,-95.9,-94.1,-43.3,-72.7,-79.7,-68.2,493.3,-100,-100,-49,225.9,-2.4,-71.2,246.9
WEST RAJASTHAN,1915,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1916,Actual,1.5,0.3,0.2,1.7,16.4,21.2,66.1,191.5,102.8,20,0,0,421.7,1.8,18.4,381.6,20
WEST RAJASTHAN,1916,Percentage departure,-55.6,-94.7,-94,-47.2,75.6,-26.1,-30,105.1,165.9,281.3,-100,-100,46.1,-78.6,11.8,49.6,123
WEST RAJASTHAN,1916,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1917,Actual,1.3,1.2,1.1,12.2,56.8,73.9,97.1,243.4,203,78.3,0,0.5,768.8,2.5,70.2,617.3,78.9
WEST RAJASTHAN,1917,Percentage departure,-62.5,-74.7,-69.9,268.9,508.3,157.2,2.8,160.6,425.2,1395.8,-100,-73.3,166.3,-69.7,326.6,141.9,780.7
WEST RAJASTHAN,1917,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1918,Actual,0.4,0,2.7,0.5,0.7,5.6,5.1,40.8,5.9,0.2,0.2,0.1,62.3,0.4,4,57.4,0.5
WEST RAJASTHAN,1918,Percentage departure,-87.7,-100,-27.9,-85.5,-92.1,-80.6,-94.6,-56.3,-84.6,-96.1,-87.6,-95.2,-78.4,-94.9,-75.9,-77.5,-94.2
WEST RAJASTHAN,1918,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1919,Actual,13.7,1.6,0.7,5.4,7.2,1.1,95.7,151.9,21.3,0,4.4,2,305,15.3,13.3,270,6.4
WEST RAJASTHAN,1919,Percentage departure,307,-67.1,-81.7,63.7,-22.5,-96.1,1.3,62.7,-45,-100,155.2,0.9,5.6,87,-18.9,5.8,-28.3
WEST RAJASTHAN,1919,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1920,Actual,2.7,1.5,0.9,1.5,49.2,60.3,94.7,37.2,0.6,0,0,0,248.7,4.2,51.6,192.8,0
WEST RAJASTHAN,1920,Percentage departure,-19.4,-68.4,-75.5,-55.3,426.9,109.8,0.4,-60.1,-98.4,-100,-100,-100,-13.9,-48.2,213.9,-24.4,-100
WEST RAJASTHAN,1920,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1921,Actual,0.1,0,0,0,0,4.3,119.2,46.7,46.6,0.6,0.1,0.4,218,0.1,0,216.8,1.1
WEST RAJASTHAN,1921,Percentage departure,-96.5,-100,-100,-99,-100,-85,26.3,-50,20.4,-89.2,-93.1,-77.6,-24.5,-98.5,-99.8,-15,-87.4
WEST RAJASTHAN,1921,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1922,Actual,0.4,0.6,0,0.8,4.6,18.1,90.8,33.9,91.7,1.5,0,2.5,244.8,1,5.4,234.5,4
WEST RAJASTHAN,1922,Percentage departure,-88.9,-87.9,-99.6,-76.9,-50.7,-37.1,-3.8,-63.7,137.3,-72,-100,25.2,-15.2,-88.3,-67.3,-8.1,-55.8
WEST RAJASTHAN,1922,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1923,Actual,3.3,4.9,0.7,0.4,9.6,7.8,118.9,118.3,4.7,0.4,0,4.4,273.4,8.2,10.7,249.8,4.8
WEST RAJASTHAN,1923,Percentage departure,-3.4,2.6,-81.3,-89.2,3.1,-72.8,25.9,26.7,-87.7,-92.9,-97.8,119.9,-5.3,0.1,-34.9,-2.1,-46.6
WEST RAJASTHAN,1923,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1924,Actual,4.4,2.2,0.1,0.5,8.6,11.5,86,68.8,103.6,0.9,0.3,10.1,297.1,6.6,9.3,270,11.3
WEST RAJASTHAN,1924,Percentage departure,30.1,-55.1,-96.3,-85.3,-7.6,-60,-8.9,-26.3,168.2,-82,-82.2,407.7,2.9,-20,-43.7,5.8,26.5
WEST RAJASTHAN,1924,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1925,Actual,0,0,0,0,8.2,62.6,71.7,20,4.5,0.8,1.8,0,169.7,0,8.2,158.8,2.6
WEST RAJASTHAN,1925,Percentage departure,-98.7,-100,-100,-100,-12.2,118.1,-24,-78.6,-88.3,-83.9,4,-100,-41.2,-99.5,-50.1,-37.7,-70.5
WEST RAJASTHAN,1925,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1926,Actual,5.4,0.3,19.4,0.8,21.4,4,95.6,179.4,113.6,0,0,0.3,440.2,5.7,41.6,392.6,0.3
WEST RAJASTHAN,1926,Percentage departure,59.1,-93.9,409.6,-76,129.4,-86,1.3,92.1,193.9,-100,-100,-83.5,52.5,-30.9,153,53.9,-96.3
WEST RAJASTHAN,1926,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1927,Actual,0,7.7,0,0.1,5.4,12.4,135.7,124.8,23.7,4.1,0.4,18.2,332.5,7.7,5.5,296.6,22.7
WEST RAJASTHAN,1927,Percentage departure,-100,59,-100,-95.7,-42.6,-56.9,43.8,33.7,-38.7,-22.4,-74.1,818.2,15.2,-6.5,-66.5,16.3,154
WEST RAJASTHAN,1927,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1928,Actual,0.4,0.8,1,2,2.1,10.2,79.9,140.4,16.8,14.7,3.3,0.5,272,1.2,5.2,247.3,18.5
WEST RAJASTHAN,1928,Percentage departure,-88.7,-84,-72.6,-38.7,-77.6,-64.4,-15.4,50.4,-56.6,179.9,91.1,-74.3,-5.8,-85.9,-68.6,-3.1,106.3
WEST RAJASTHAN,1928,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1929,Actual,2.3,0,0,1.8,12.2,11.1,163.5,103.8,3.9,0.3,0,4.4,303.3,2.3,14,282.3,4.7
WEST RAJASTHAN,1929,Percentage departure,-31.4,-100,-100,-46.2,30.6,-61.3,73.2,11.2,-89.9,-93.8,-100,122.9,5,-71.7,-15,10.6,-47
WEST RAJASTHAN,1929,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1930,Actual,2.5,1.2,0.7,1.8,16.7,47.1,100.3,45.2,8.1,6.3,0.1,0,230.1,3.7,19.2,200.7,6.4
WEST RAJASTHAN,1930,Percentage departure,-26.4,-74.3,-80.3,-46.5,79,64,6.3,-51.6,-79.1,20.7,-95.5,-100,-20.3,-54.6,16.9,-21.3,-28.5
WEST RAJASTHAN,1930,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1931,Actual,0.1,1.1,1.3,0,12.1,10.2,73.5,270.7,9.3,16.8,0,0.2,395.4,1.2,13.4,363.7,17
WEST RAJASTHAN,1931,Percentage departure,-95.9,-77.6,-65.1,-100,29.6,-64.5,-22.1,189.9,-76,220.1,-100,-87.6,36.9,-85.1,-18.3,42.6,90
WEST RAJASTHAN,1931,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1932,Actual,0.7,0.2,6.3,1.8,4.4,10.8,118.6,115.5,6.2,0,0,0.6,265.3,0.9,12.5,251.2,0.6
WEST RAJASTHAN,1932,Percentage departure,-78.7,-95.5,66.5,-46.3,-52.7,-62.4,25.7,23.7,-83.8,-100,-100,-67.7,-8.1,-88.6,-23.8,-1.6,-92.8
WEST RAJASTHAN,1932,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1933,Actual,0,7.6,4,13,15.3,46.4,46.1,211.3,31.9,0.5,0.1,0,376.4,7.7,32.3,335.8,0.6
WEST RAJASTHAN,1933,Percentage departure,-99.6,58.5,4,295.2,64.3,61.7,-51.1,126.3,-17.6,-90.1,-94.6,-99.1,30.4,-6.6,96.7,31.6,-93
WEST RAJASTHAN,1933,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1934,Actual,0.8,0,8.2,0.2,1.6,60.7,46.8,185.3,16.4,0,0,2.4,322.4,0.8,10,309.2,2.4
WEST RAJASTHAN,1934,Percentage departure,-77.4,-100,115.5,-93.2,-83,111.4,-50.4,98.4,-57.5,-100,-100,22.6,11.7,-90.7,-39.1,21.2,-72.8
WEST RAJASTHAN,1934,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1935,Actual,9.2,2.7,2.5,8.4,0.8,4.1,137.4,38.2,47.2,4.5,0.7,1,256.6,11.9,11.6,227,6.2
WEST RAJASTHAN,1935,Percentage departure,172.3,-44.5,-34.5,153.3,-91.9,-85.6,45.6,-59.1,22.2,-14,-59.4,-50.1,-11.1,44.8,-29.4,-11,-30.8
WEST RAJASTHAN,1935,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1936,Actual,0.1,4.6,1.8,0.3,0.4,56.6,33.3,119,37.7,0,9.6,2,265.5,4.7,2.4,246.7,11.6
WEST RAJASTHAN,1936,Percentage departure,-97.2,-5.2,-53.1,-92.3,-95.7,97.2,-64.7,27.4,-2.4,-99.6,454,1.6,-8.1,-43.1,-85.2,-3.3,29.9
WEST RAJASTHAN,1936,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1937,Actual,0,25.5,0.7,1.9,1.2,17.5,171.8,1.1,60.4,0.7,0,11.6,292.5,25.5,3.9,250.9,12.3
WEST RAJASTHAN,1937,Percentage departure,-100,428.7,-80.6,-42.8,-86.8,-38.9,82,-98.8,56.4,-86.2,-100,482.2,1.3,210.9,-76.5,-1.7,37.2
WEST RAJASTHAN,1937,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1938,Actual,2.1,0.5,0,0.6,4.3,52.6,75.5,45.1,1.6,1.1,0,0.1,183.5,2.6,4.9,174.8,1.2
WEST RAJASTHAN,1938,Percentage departure,-38.7,-88.8,-99.2,-83,-53.6,83.2,-20,-51.7,-95.8,-79.2,-100,-96,-36.4,-68.2,-70,-31.5,-87
WEST RAJASTHAN,1938,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1939,Actual,0.3,25,7.8,0.2,0.3,22.3,15.9,53.5,12.1,0,0,0,137.4,25.3,8.3,103.8,0
WEST RAJASTHAN,1939,Percentage departure,-91.2,419,104.8,-94.6,-96.5,-22.3,-83.2,-42.7,-68.8,-100,-100,-100,-52.4,208.8,-49.6,-59.3,-100
WEST RAJASTHAN,1939,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1940,Actual,18.1,8.5,6.8,1.2,2.2,34.5,55.7,160.4,2.9,1.4,0.7,0,292.4,26.6,10.2,253.5,2.1
WEST RAJASTHAN,1940,Percentage departure,437.5,76.2,77.6,-62.5,-76.2,20,-41,71.8,-92.5,-73.4,-61.2,-100,1.3,225,-37.9,-0.7,-77
WEST RAJASTHAN,1940,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1941,Actual,8.7,0.5,1.2,0,10.2,21.9,74,86.3,18.6,0.4,0,2.8,224.8,9.2,11.5,200.9,3.2
WEST RAJASTHAN,1941,Percentage departure,158.7,-90.3,-67.1,-100,9.5,-23.7,-21.6,-7.6,-51.8,-92,-100,41.5,-22.2,12.2,-30.2,-21.3,-63.9
WEST RAJASTHAN,1941,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1942,Actual,3.6,12.2,0,3.7,16.4,19.4,124.3,80.5,75.2,0.3,0,3.3,338.9,15.9,20.2,299.3,3.5
WEST RAJASTHAN,1942,Percentage departure,7.4,154.1,-99.6,13.4,76,-32.3,31.7,-13.8,94.5,-94.5,-100,63.7,17.4,93.6,22.8,17.3,-60.5
WEST RAJASTHAN,1942,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1943,Actual,1.5,0,0.1,2,1,20.8,195.2,22.3,52.3,0,0,0.3,295.6,1.5,3.1,290.7,0.3
WEST RAJASTHAN,1943,Percentage departure,-55.6,-100,-97.3,-38.1,-89.6,-27.4,106.8,-76.1,35.3,-100,-100,-86.8,2.4,-81.7,-81.1,13.9,-97.1
WEST RAJASTHAN,1943,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1944,Actual,14.2,5.7,9.7,11.2,0.9,15.1,137,325.3,4.7,1.1,0,0.1,525.1,19.8,21.8,482.2,1.3
WEST RAJASTHAN,1944,Percentage departure,319.8,17.6,156.2,239.2,-90.9,-47.4,45.2,248.4,-87.7,-78.9,-98.3,-92.5,81.9,142.1,32.5,89,-85.7
WEST RAJASTHAN,1944,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1945,Actual,18.3,0,0.6,6.1,15,40.9,174.5,73,35.1,0.4,0,0,364,18.3,21.8,323.5,0.5
WEST RAJASTHAN,1945,Percentage departure,442.8,-99.8,-84.6,85.6,61.1,42.4,84.8,-21.8,-9.1,-91.6,-100,-99.4,26.1,123.7,32.3,26.8,-95
WEST RAJASTHAN,1945,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1946,Actual,0,1.1,0,0,3,45.5,41.7,117,10.1,1,0,3.6,223.1,1.1,3,214.3,4.7
WEST RAJASTHAN,1946,Percentage departure,-100,-76.7,-100,-98.7,-68.1,58.4,-55.9,25.3,-73.9,-80.2,-98.4,83.1,-22.7,-86.3,-81.6,-16,-47.5
WEST RAJASTHAN,1946,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1947,Actual,2.5,1.5,0.2,0,0.7,0.6,18.3,140.5,82.4,5.7,0,0.8,253.2,4,0.9,241.7,6.5
WEST RAJASTHAN,1947,Percentage departure,-25.9,-69,-94.3,-99.6,-92.4,-97.9,-80.7,50.4,113.2,9.5,-100,-60.6,-12.3,-51.3,-94.3,-5.3,-27.2
WEST RAJASTHAN,1947,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1948,Actual,21.4,15.4,6.7,0.1,0.8,6,111.3,57.5,11.9,1.2,0.3,0.9,233.5,36.8,7.6,186.7,2.4
WEST RAJASTHAN,1948,Percentage departure,534.3,219.1,76.5,-96.2,-91.7,-79.3,17.9,-38.4,-69.2,-76.8,-80.7,-57.2,-19.1,348.9,-53.7,-26.8,-73.2
WEST RAJASTHAN,1948,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1949,Actual,1.8,2.9,0,0.1,3.6,20.5,123.1,42.8,28.5,1.2,0,0.2,224.8,4.7,3.8,214.8,1.4
WEST RAJASTHAN,1949,Percentage departure,-45.8,-39.8,NA,-96.4,-61,-28.6,30.4,-54.2,-26.3,-76.3,-100,-90.2,-22.2,-42.3,-77.1,-15.8,-84
WEST RAJASTHAN,1949,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1950,Actual,1.4,0.3,1.7,0,1.9,6.6,131.5,64.8,70.1,0,0,0,278.3,1.7,3.6,273,0
WEST RAJASTHAN,1950,Percentage departure,-58.8,-93,-55.1,-100,-80,-77.1,39.4,-30.6,81.3,-100,-100,-100,-3.6,-78.9,-78.3,7,-100
WEST RAJASTHAN,1950,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1951,Actual,0.1,0,6.4,5.1,16.4,20.2,33.6,83.3,0.8,0.2,13.8,0,179.8,0.1,27.9,137.9,13.9
WEST RAJASTHAN,1951,Percentage departure,-96.9,-100,67.2,53.3,76,-29.8,-64.4,-10.8,-97.8,-96.8,694.5,-100,-37.7,-98.7,69.4,-45.9,55.5
WEST RAJASTHAN,1951,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1952,Actual,0,3.7,0.5,0.4,2,20.6,156.9,81.6,0.8,0.2,0.3,0.2,267.1,3.7,2.9,259.9,0.6
WEST RAJASTHAN,1952,Percentage departure,-99.5,-23.2,-87.5,-88.7,-78.5,-28.3,66.2,-12.6,-97.9,-96.4,-85,-89.9,-7.5,-54.6,-82.6,1.9,-92.8
WEST RAJASTHAN,1952,No. of districts,9,9,9,9,9,9,9,9,9,9,9,9,NA,NA,NA,NA,NA
WEST RAJASTHAN,1953,Actual,5.9,0,0,0.8,6.5,15.7,70.9,180.5,23.6,0.1,0,0.3,304.4,5.9,7.3,290.7,0.5
WEST RAJASTHAN,1953,Percentage departure,75,-100,-100,-76,-30,-45.3,-24.9,93.3,-39,-97.2,-100,-82.5,5.4,-27.9,-55.4,13.9,-94.5
WEST RAJASTHAN,1953,No. of districts,9,10,9,9,9,9,9,9,9,9,9,9,NA,NA,NA,NA,NA
WEST RAJASTHAN,1954,Actual,1.6,13.4,0.6,0,0.8,16.2,97,35.6,82.3,2,1,0,250.4,15,1.4,231.1,3
WEST RAJASTHAN,1954,Percentage departure,-53.8,178,-83.4,-100,-91.9,-43.6,2.8,-61.9,112.8,-61.5,-43.8,-100,-13.3,82.5,-91.6,-9.4,-66.6
WEST RAJASTHAN,1954,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1955,Actual,2.4,2.1,3.3,0.9,8.7,22.6,7.7,230.6,91.7,21,0,0.3,391.3,4.6,12.9,352.5,21.3
WEST RAJASTHAN,1955,Percentage departure,-28.6,-55.5,-12.3,-71.4,-7.4,-21.4,-91.8,146.9,137.2,301.5,-100,-86,35.5,-44.5,-21.4,38.2,137.9
WEST RAJASTHAN,1955,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1956,Actual,3.1,0.2,6.1,1,0.1,20.6,208,76.4,12.1,45.1,0,1.4,374.2,3.3,7.3,317.1,46.5
WEST RAJASTHAN,1956,Percentage departure,-8.6,-96.1,60.5,-68.9,-98.5,-28.3,120.4,-18.2,-68.6,760.5,-100,-29.7,29.6,-60.1,-55.8,24.3,418.8
WEST RAJASTHAN,1956,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1957,Actual,19.7,0,5.1,0.2,15.3,28.9,78.3,104.7,5.4,2.3,5.9,1.5,267.1,19.7,20.5,217.2,9.6
WEST RAJASTHAN,1957,Percentage departure,484.5,-100,32.8,-94.3,63.6,0.6,-17.1,12.1,-86.1,-56.5,238.6,-25,-7.5,140.8,24.8,-14.9,7.5
WEST RAJASTHAN,1957,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1958,Actual,2.2,0,0.3,0.4,3.2,15.5,69.2,25,123.6,4.5,14.7,5.5,264.1,2.2,3.8,233.3,24.7
WEST RAJASTHAN,1958,Percentage departure,-35.7,-99.5,-92.4,-87.8,-66.2,-46,-26.6,-73.2,219.7,-13.8,749.4,177.1,-8.5,-73.3,-76.6,-8.5,176.1
WEST RAJASTHAN,1958,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1959,Actual,0.7,2.8,0.8,5,8.7,15.1,119.2,77.3,94.6,6.1,5.1,0,335.3,3.5,14.5,306.1,11.2
WEST RAJASTHAN,1959,Percentage departure,-79.3,-41.1,-79.4,52.1,-7.2,-47.3,26.2,-17.3,144.7,15.5,197.3,-99.4,16.1,-56.8,-12,20,25.2
WEST RAJASTHAN,1959,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
